,0,1,2,3,4,5,6,7,8,9
max_peack_black,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
final_black,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_window,0.894872365073731,0.20766961254234445,0.22916802429842553,0.30589826979540635,0.7070596612236858,0.4078596647416007,0.48185420430102166,0.39651684210288074,0.7338122779626042,1.0263850310972096
