V,B,W_B,C_B,C,W,P,t
98.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
97.0,2.0,0.0,0.0,1.0,0.0,0.0,0.008042240989381699
96.0,3.0,0.0,0.0,1.0,0.0,0.0,0.008110293965115253
95.0,4.0,0.0,0.0,1.0,0.0,0.0,0.008216179754063833
94.0,5.0,0.0,0.0,1.0,0.0,0.0,0.010191776628702192
93.0,6.0,0.0,0.0,1.0,0.0,0.0,0.010566033691368465
92.0,7.0,0.0,0.0,1.0,0.0,0.0,0.01179845021435836
92.0,7.0,0.0,0.0,0.0,1.0,0.0,0.013670758380500112
91.0,7.0,0.0,0.0,1.0,1.0,0.0,0.019118224408579427
90.0,8.0,0.0,0.0,1.0,1.0,0.0,0.020401995706541876
89.0,9.0,0.0,0.0,1.0,1.0,0.0,0.021828781614876273
88.0,10.0,0.0,0.0,1.0,1.0,0.0,0.022254736581965036
87.0,11.0,0.0,0.0,1.0,1.0,0.0,0.022887945101654053
87.0,10.0,0.0,1.0,1.0,1.0,0.0,0.023700965320652176
86.0,11.0,0.0,1.0,1.0,1.0,0.0,0.02466788461812877
86.0,11.0,1.0,0.0,1.0,1.0,0.0,0.026646812285460925
85.0,11.0,1.0,0.0,2.0,1.0,0.0,0.02772146673523434
84.0,12.0,1.0,0.0,2.0,1.0,0.0,0.029268602125937754
84.0,12.0,1.0,1.0,1.0,1.0,0.0,0.029369434653885612
83.0,13.0,1.0,1.0,1.0,1.0,0.0,0.029697942571833592
82.0,14.0,1.0,1.0,1.0,1.0,0.0,0.03040296302462805
81.0,15.0,1.0,1.0,1.0,1.0,0.0,0.03055849554258117
80.0,16.0,1.0,1.0,1.0,1.0,0.0,0.030581328889408926
79.0,17.0,1.0,1.0,1.0,1.0,0.0,0.030735610148879263
78.0,18.0,1.0,1.0,1.0,1.0,0.0,0.03089048041779836
78.0,18.0,2.0,0.0,1.0,1.0,0.0,0.03092105975611979
77.0,19.0,2.0,0.0,1.0,1.0,0.0,0.031110396721724474
76.0,20.0,2.0,0.0,1.0,1.0,0.0,0.031323511713111825
75.0,21.0,2.0,0.0,1.0,1.0,0.0,0.031910663991959444
75.0,20.0,2.0,1.0,1.0,1.0,0.0,0.031920054038603124
74.0,21.0,2.0,1.0,1.0,1.0,0.0,0.03216771398692454
73.0,22.0,2.0,1.0,1.0,1.0,0.0,0.03221316005985156
