,0,1,2,3,4,5,6,7,8,9
max_peack_black,94.0,98.0,100.0,100.0,96.0,97.0,97.0,100.0,96.0,99.0
final_black,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_window,0.0,0.03240309145928972,0.03960345054309652,0.05514272251221369,0.011822416406250771,0.0,0.01800362813638126,0.03019717437485836,0.03247132498803083,0.034563309510082095
