V,B,W_B,C_B,C,W,P,t
98.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
97.0,2.0,0.0,0.0,1.0,0.0,0.0,0.009669730193809565
96.0,3.0,0.0,0.0,1.0,0.0,0.0,0.01132422579081719
95.0,4.0,0.0,0.0,1.0,0.0,0.0,0.01360469654587668
94.0,5.0,0.0,0.0,1.0,0.0,0.0,0.014597992781362062
93.0,6.0,0.0,0.0,1.0,0.0,0.0,0.016079405850345483
92.0,7.0,0.0,0.0,1.0,0.0,0.0,0.01635241448614624
91.0,8.0,0.0,0.0,1.0,0.0,0.0,0.017035874963443793
90.0,9.0,0.0,0.0,1.0,0.0,0.0,0.01823658742440944
89.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0188014804682986
88.0,11.0,0.0,0.0,1.0,0.0,0.0,0.018966972759577063
87.0,12.0,0.0,0.0,1.0,0.0,0.0,0.019156019012099762
86.0,13.0,0.0,0.0,1.0,0.0,0.0,0.019534929057961822
85.0,14.0,0.0,0.0,1.0,0.0,0.0,0.020523312996008698
84.0,15.0,0.0,0.0,1.0,0.0,0.0,0.020812941779403064
83.0,16.0,0.0,0.0,1.0,0.0,0.0,0.022115332975270824
82.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0232513684636879
81.0,18.0,0.0,0.0,1.0,0.0,0.0,0.023933089845990276
80.0,19.0,0.0,0.0,1.0,0.0,0.0,0.02400236891005951
79.0,20.0,0.0,0.0,1.0,0.0,0.0,0.02421917336453833
78.0,21.0,0.0,0.0,1.0,0.0,0.0,0.024394460932184076
77.0,22.0,0.0,0.0,1.0,0.0,0.0,0.025325340939313785
76.0,23.0,0.0,0.0,1.0,0.0,0.0,0.02610916134372267
75.0,24.0,0.0,0.0,1.0,0.0,0.0,0.027135254390471958
74.0,25.0,0.0,0.0,1.0,0.0,0.0,0.02737057117678335
73.0,26.0,0.0,0.0,1.0,0.0,0.0,0.027568653464072317
72.0,27.0,0.0,0.0,1.0,0.0,0.0,0.028069001773442504
71.0,28.0,0.0,0.0,1.0,0.0,0.0,0.028678405302831583
70.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0293487969734892
69.0,30.0,0.0,0.0,1.0,0.0,0.0,0.029526934772941903
68.0,31.0,0.0,0.0,1.0,0.0,0.0,0.029537109198491784
67.0,32.0,0.0,0.0,1.0,0.0,0.0,0.029658077657580665
66.0,33.0,0.0,0.0,1.0,0.0,0.0,0.03003059788262491
65.0,34.0,0.0,0.0,1.0,0.0,0.0,0.030204612701984167
64.0,35.0,0.0,0.0,1.0,0.0,0.0,0.030361043967773015
63.0,36.0,0.0,0.0,1.0,0.0,0.0,0.031257572396547306
62.0,37.0,0.0,0.0,1.0,0.0,0.0,0.03137299361974409
61.0,38.0,0.0,0.0,1.0,0.0,0.0,0.03167919291633191
60.0,39.0,0.0,0.0,1.0,0.0,0.0,0.03206760072261096
59.0,40.0,0.0,0.0,1.0,0.0,0.0,0.032208977490488254
58.0,41.0,0.0,0.0,1.0,0.0,0.0,0.03223322430890342
57.0,42.0,0.0,0.0,1.0,0.0,0.0,0.032505790312895876
56.0,43.0,0.0,0.0,1.0,0.0,0.0,0.032775635656817695
55.0,44.0,0.0,0.0,1.0,0.0,0.0,0.03306217333191159
54.0,45.0,0.0,0.0,1.0,0.0,0.0,0.033263876204338884
54.0,45.0,0.0,1.0,0.0,0.0,0.0,0.03338912033670526
53.0,46.0,0.0,1.0,0.0,0.0,0.0,0.03351233865464658
52.0,47.0,0.0,1.0,0.0,0.0,0.0,0.03375382556938354
51.0,48.0,0.0,1.0,0.0,0.0,0.0,0.033991541363347
50.0,49.0,0.0,1.0,0.0,0.0,0.0,0.03427390576828076
49.0,50.0,0.0,1.0,0.0,0.0,0.0,0.034596060027052955
48.0,51.0,0.0,1.0,0.0,0.0,0.0,0.03483684214537395
47.0,52.0,0.0,1.0,0.0,0.0,0.0,0.03510089328686362
46.0,53.0,0.0,1.0,0.0,0.0,0.0,0.036065519100612085
45.0,54.0,0.0,1.0,0.0,0.0,0.0,0.03681516018873736
