V,B,W_B,C_B,C,W,P,t
98.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
97.0,2.0,0.0,0.0,1.0,0.0,0.0,0.001334081163208227
96.0,3.0,0.0,0.0,1.0,0.0,0.0,0.002021147932394653
95.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0030691932503206735
94.0,5.0,0.0,0.0,1.0,0.0,0.0,0.009351386387445468
94.0,5.0,0.0,0.0,0.0,1.0,0.0,0.011324039155933203
93.0,6.0,0.0,0.0,0.0,1.0,0.0,0.011644744403430458
92.0,7.0,0.0,0.0,0.0,1.0,0.0,0.011707793146035698
91.0,8.0,0.0,0.0,0.0,1.0,0.0,0.011780187609534235
90.0,9.0,0.0,0.0,0.0,1.0,0.0,0.012016678408574417
89.0,10.0,0.0,0.0,0.0,1.0,0.0,0.012436501799134926
88.0,11.0,0.0,0.0,0.0,1.0,0.0,0.013334200028507796
87.0,12.0,0.0,0.0,0.0,1.0,0.0,0.014642607237176097
86.0,13.0,0.0,0.0,0.0,1.0,0.0,0.014810664673279609
85.0,14.0,0.0,0.0,0.0,1.0,0.0,0.016741473836232743
84.0,15.0,0.0,0.0,0.0,1.0,0.0,0.017134161355529736
83.0,16.0,0.0,0.0,0.0,1.0,0.0,0.01834341855294231
82.0,17.0,0.0,0.0,0.0,1.0,0.0,0.019630834804809847
81.0,18.0,0.0,0.0,0.0,1.0,0.0,0.02031527366629613
80.0,19.0,0.0,0.0,0.0,1.0,0.0,0.02221417261037074
80.0,18.0,0.0,1.0,0.0,1.0,0.0,0.02230166961762683
79.0,19.0,0.0,1.0,0.0,1.0,0.0,0.023031071278363822
79.0,19.0,1.0,0.0,0.0,1.0,0.0,0.023193574892726762
78.0,19.0,1.0,0.0,1.0,1.0,0.0,0.023622435538539894
77.0,20.0,1.0,0.0,1.0,1.0,0.0,0.024086202748245997
76.0,21.0,1.0,0.0,1.0,1.0,0.0,0.024325800361841156
75.0,22.0,1.0,0.0,1.0,1.0,0.0,0.024474708058881394
74.0,23.0,1.0,0.0,1.0,1.0,0.0,0.024745019592308858
73.0,24.0,1.0,0.0,1.0,1.0,0.0,0.024961690441622723
72.0,25.0,1.0,0.0,1.0,1.0,0.0,0.025060266230909324
71.0,26.0,1.0,0.0,1.0,1.0,0.0,0.02563528915608997
71.0,26.0,1.0,0.0,0.0,2.0,0.0,0.02617899893812612
70.0,27.0,1.0,0.0,0.0,2.0,0.0,0.02649000337621391
69.0,28.0,1.0,0.0,0.0,2.0,0.0,0.028256880131763994
69.0,28.0,2.0,0.0,0.0,1.0,0.0,0.028425419145606482
68.0,29.0,2.0,0.0,0.0,1.0,0.0,0.028431217426291556
67.0,30.0,2.0,0.0,0.0,1.0,0.0,0.028968825272307368
66.0,31.0,2.0,0.0,0.0,1.0,0.0,0.029227479444155536
65.0,32.0,2.0,0.0,0.0,1.0,0.0,0.029363232430720827
64.0,33.0,2.0,0.0,0.0,1.0,0.0,0.029873889812499825
64.0,32.0,2.0,1.0,0.0,1.0,0.0,0.030067586938525116
63.0,33.0,2.0,1.0,0.0,1.0,0.0,0.030373195921452996
62.0,34.0,2.0,1.0,0.0,1.0,0.0,0.030782909672812785
62.0,33.0,2.0,2.0,0.0,1.0,0.0,0.030794702482287536
61.0,34.0,2.0,2.0,0.0,1.0,0.0,0.031205835578404163
60.0,35.0,2.0,2.0,0.0,1.0,0.0,0.03189543306218033
59.0,36.0,2.0,2.0,0.0,1.0,0.0,0.03213792379124022
58.0,37.0,2.0,2.0,0.0,1.0,0.0,0.03229895577489525
57.0,38.0,2.0,2.0,0.0,1.0,0.0,0.03234780939658834
56.0,39.0,2.0,2.0,0.0,1.0,0.0,0.03236963507354079
55.0,40.0,2.0,2.0,0.0,1.0,0.0,0.03248769661663779
55.0,40.0,3.0,1.0,0.0,1.0,0.0,0.03280168304062906
54.0,41.0,3.0,1.0,0.0,1.0,0.0,0.033069932277328115
53.0,42.0,3.0,1.0,0.0,1.0,0.0,0.03367120574018555
53.0,41.0,3.0,2.0,0.0,1.0,0.0,0.03436180046858069
52.0,41.0,3.0,2.0,1.0,1.0,0.0,0.035007619560247685
51.0,42.0,3.0,2.0,1.0,1.0,0.0,0.03513751526074674
50.0,43.0,3.0,2.0,1.0,1.0,0.0,0.035138177688560854
49.0,44.0,3.0,2.0,1.0,1.0,0.0,0.035727855385713894
48.0,45.0,3.0,2.0,1.0,1.0,0.0,0.03587050647181086
47.0,46.0,3.0,2.0,1.0,1.0,0.0,0.036130639933355115
