V,B,W_B,C_B,C,W,P,t
98.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
97.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0196323733788947
96.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0205242610635352
95.0,4.0,0.0,0.0,1.0,0.0,0.0,0.02296779445276402
94.0,5.0,0.0,0.0,1.0,0.0,0.0,0.023365084684991693
93.0,6.0,0.0,0.0,1.0,0.0,0.0,0.023767284426578245
92.0,7.0,0.0,0.0,1.0,0.0,0.0,0.023842678470956065
91.0,8.0,0.0,0.0,1.0,0.0,0.0,0.026246977236599595
90.0,9.0,0.0,0.0,1.0,0.0,0.0,0.027168910413912038
89.0,10.0,0.0,0.0,1.0,0.0,0.0,0.027527260531112742
88.0,11.0,0.0,0.0,1.0,0.0,0.0,0.027655663977589107
87.0,12.0,0.0,0.0,1.0,0.0,0.0,0.02817401805496981
86.0,13.0,0.0,0.0,1.0,0.0,0.0,0.03029624956422446
85.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0340534770329176
84.0,15.0,0.0,0.0,1.0,0.0,0.0,0.03418565667999151
83.0,16.0,0.0,0.0,1.0,0.0,0.0,0.03536986360133423
82.0,17.0,0.0,0.0,1.0,0.0,0.0,0.036091423680335584
81.0,18.0,0.0,0.0,1.0,0.0,0.0,0.036778617067459905
80.0,19.0,0.0,0.0,1.0,0.0,0.0,0.03697024258586436
79.0,20.0,0.0,0.0,1.0,0.0,0.0,0.03733682893294246
78.0,21.0,0.0,0.0,1.0,0.0,0.0,0.03756619424545701
77.0,22.0,0.0,0.0,1.0,0.0,0.0,0.037866079627682334
76.0,23.0,0.0,0.0,1.0,0.0,0.0,0.03792298446442251
75.0,24.0,0.0,0.0,1.0,0.0,0.0,0.03875667857721255
74.0,25.0,0.0,0.0,1.0,0.0,0.0,0.039317854652485676
73.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0406208448464214
72.0,27.0,0.0,0.0,1.0,0.0,0.0,0.04105980997904724
71.0,28.0,0.0,0.0,1.0,0.0,0.0,0.04131685223418518
70.0,29.0,0.0,0.0,1.0,0.0,0.0,0.04149850120622201
69.0,30.0,0.0,0.0,1.0,0.0,0.0,0.04152451919937526
68.0,31.0,0.0,0.0,1.0,0.0,0.0,0.041627373857086085
67.0,32.0,0.0,0.0,1.0,0.0,0.0,0.04170167401535987
66.0,33.0,0.0,0.0,1.0,0.0,0.0,0.04174115554684568
65.0,34.0,0.0,0.0,1.0,0.0,0.0,0.04215494547659759
64.0,35.0,0.0,0.0,1.0,0.0,0.0,0.042490551774166004
63.0,36.0,0.0,0.0,1.0,0.0,0.0,0.04290253355496325
62.0,37.0,0.0,0.0,1.0,0.0,0.0,0.04317620096421128
61.0,38.0,0.0,0.0,1.0,0.0,0.0,0.04395989293660432
60.0,39.0,0.0,0.0,1.0,0.0,0.0,0.04403983210553953
59.0,40.0,0.0,0.0,1.0,0.0,0.0,0.04417449552287788
