V,B,W_B,C_B,C,W,P,t
98.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
97.0,2.0,0.0,0.0,1.0,0.0,0.0,1.787096358551738e-05
96.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0021130717019413954
95.0,4.0,0.0,0.0,1.0,0.0,0.0,0.006210280867459006
95.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0092317031093816
94.0,5.0,0.0,1.0,0.0,0.0,0.0,0.009931399133708186
93.0,6.0,0.0,1.0,0.0,0.0,0.0,0.01010555453067097
92.0,7.0,0.0,1.0,0.0,0.0,0.0,0.010381183580694923
91.0,8.0,0.0,1.0,0.0,0.0,0.0,0.015337781143831504
90.0,9.0,0.0,1.0,0.0,0.0,0.0,0.017900320113392324
89.0,10.0,0.0,1.0,0.0,0.0,0.0,0.017963539266510415
88.0,11.0,0.0,1.0,0.0,0.0,0.0,0.018169166444208386
87.0,12.0,0.0,1.0,0.0,0.0,0.0,0.020174253621211627
86.0,13.0,0.0,1.0,0.0,0.0,0.0,0.02245105020115587
85.0,14.0,0.0,1.0,0.0,0.0,0.0,0.022912137800839026
84.0,15.0,0.0,1.0,0.0,0.0,0.0,0.02527531074200867
83.0,16.0,0.0,1.0,0.0,0.0,0.0,0.02599605808111044
82.0,17.0,0.0,1.0,0.0,0.0,0.0,0.02618035516384052
81.0,18.0,0.0,1.0,0.0,0.0,0.0,0.026438355445480267
80.0,19.0,0.0,1.0,0.0,0.0,0.0,0.02750473901076368
79.0,20.0,0.0,1.0,0.0,0.0,0.0,0.027606119587986675
78.0,21.0,0.0,1.0,0.0,0.0,0.0,0.027827041721142337
77.0,22.0,0.0,1.0,0.0,0.0,0.0,0.02791026327856356
76.0,23.0,0.0,1.0,0.0,0.0,0.0,0.028728410143365298
75.0,24.0,0.0,1.0,0.0,0.0,0.0,0.028781868426828734
74.0,25.0,0.0,1.0,0.0,0.0,0.0,0.030091914277852353
73.0,26.0,0.0,1.0,0.0,0.0,0.0,0.03102275214801576
72.0,27.0,0.0,1.0,0.0,0.0,0.0,0.031140279159381883
71.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0324168941769266
70.0,29.0,0.0,1.0,0.0,0.0,0.0,0.03278244891676195
69.0,30.0,0.0,1.0,0.0,0.0,0.0,0.03307346099336751
68.0,31.0,0.0,1.0,0.0,0.0,0.0,0.03318378645708448
