,0,1,2,3,4,5,6,7,8,9
max_peack_black,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0
final_black,0.0,99.0,0.0,0.0,99.0,99.0,0.0,99.0,0.0,99.0
t_window,0.3843686165872451,0.04693186903904578,0.34719045238690355,0.4630582334277753,0.32641318204111847,1.8020823551257739,0.5293908088201679,0.39947743841802147,0.5759629493538995,0.0509695061075669
