V,B,W_B,C_B,C,W,P,t
98.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
97.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0015284436279196054
96.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0033154960642470133
95.0,4.0,0.0,0.0,1.0,0.0,0.0,0.004165815020492894
94.0,5.0,0.0,0.0,1.0,0.0,0.0,0.00487845948410639
93.0,6.0,0.0,0.0,1.0,0.0,0.0,0.004889604252965508
92.0,7.0,0.0,0.0,1.0,0.0,0.0,0.005268136350299592
91.0,8.0,0.0,0.0,1.0,0.0,0.0,0.005564124156782148
90.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0060684833873164345
89.0,10.0,0.0,0.0,1.0,0.0,0.0,0.00863395481292922
88.0,11.0,0.0,0.0,1.0,0.0,0.0,0.009022786882189946
87.0,12.0,0.0,0.0,1.0,0.0,0.0,0.009189226053188563
86.0,13.0,0.0,0.0,1.0,0.0,0.0,0.009712203422120931
85.0,14.0,0.0,0.0,1.0,0.0,0.0,0.012988398473402014
84.0,15.0,0.0,0.0,1.0,0.0,0.0,0.014501378701084445
83.0,16.0,0.0,0.0,1.0,0.0,0.0,0.014824123721404316
82.0,17.0,0.0,0.0,1.0,0.0,0.0,0.01543788308564189
81.0,18.0,0.0,0.0,1.0,0.0,0.0,0.016167357871421706
80.0,19.0,0.0,0.0,1.0,0.0,0.0,0.01668832181284328
79.0,20.0,0.0,0.0,1.0,0.0,0.0,0.018337994202674117
78.0,21.0,0.0,0.0,1.0,0.0,0.0,0.018356146798006973
77.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0192135316116968
76.0,23.0,0.0,0.0,1.0,0.0,0.0,0.019216034727870823
75.0,24.0,0.0,0.0,1.0,0.0,0.0,0.02008040168035914
74.0,25.0,0.0,0.0,1.0,0.0,0.0,0.020437729521902134
73.0,26.0,0.0,0.0,1.0,0.0,0.0,0.02046950087526874
72.0,27.0,0.0,0.0,1.0,0.0,0.0,0.020678588164056357
71.0,28.0,0.0,0.0,1.0,0.0,0.0,0.0207273413213545
70.0,29.0,0.0,0.0,1.0,0.0,0.0,0.021290262041008284
69.0,30.0,0.0,0.0,1.0,0.0,0.0,0.021548184633329855
68.0,31.0,0.0,0.0,1.0,0.0,0.0,0.021582432031917374
67.0,32.0,0.0,0.0,1.0,0.0,0.0,0.021585552567745536
66.0,33.0,0.0,0.0,1.0,0.0,0.0,0.02164590117857323
65.0,34.0,0.0,0.0,1.0,0.0,0.0,0.02252972143159353
64.0,35.0,0.0,0.0,1.0,0.0,0.0,0.023916860461196832
63.0,36.0,0.0,0.0,1.0,0.0,0.0,0.023987021775675958
62.0,37.0,0.0,0.0,1.0,0.0,0.0,0.024217327537666252
61.0,38.0,0.0,0.0,1.0,0.0,0.0,0.02462719025262
60.0,39.0,0.0,0.0,1.0,0.0,0.0,0.025468850548500174
59.0,40.0,0.0,0.0,1.0,0.0,0.0,0.025798352439482822
58.0,41.0,0.0,0.0,1.0,0.0,0.0,0.026219887157485758
57.0,42.0,0.0,0.0,1.0,0.0,0.0,0.026305429272520768
56.0,43.0,0.0,0.0,1.0,0.0,0.0,0.026381228230428513
55.0,44.0,0.0,0.0,1.0,0.0,0.0,0.026477290828392373
54.0,45.0,0.0,0.0,1.0,0.0,0.0,0.02671657596306242
53.0,46.0,0.0,0.0,1.0,0.0,0.0,0.02688625130220125
52.0,47.0,0.0,0.0,1.0,0.0,0.0,0.027148047485641983
51.0,48.0,0.0,0.0,1.0,0.0,0.0,0.027268076479942737
50.0,49.0,0.0,0.0,1.0,0.0,0.0,0.027291438212509435
49.0,50.0,0.0,0.0,1.0,0.0,0.0,0.027424636787917563
48.0,51.0,0.0,0.0,1.0,0.0,0.0,0.027749912163250245
47.0,52.0,0.0,0.0,1.0,0.0,0.0,0.02803345829319688
46.0,53.0,0.0,0.0,1.0,0.0,0.0,0.028575948534546473
45.0,54.0,0.0,0.0,1.0,0.0,0.0,0.02861420232385126
44.0,55.0,0.0,0.0,1.0,0.0,0.0,0.02863369578082025
43.0,56.0,0.0,0.0,1.0,0.0,0.0,0.028816603379689235
43.0,56.0,0.0,1.0,0.0,0.0,0.0,0.028842702462501923
42.0,57.0,0.0,1.0,0.0,0.0,0.0,0.02925348529713859
41.0,58.0,0.0,1.0,0.0,0.0,0.0,0.029495520208557825
40.0,59.0,0.0,1.0,0.0,0.0,0.0,0.029596559895500623
39.0,60.0,0.0,1.0,0.0,0.0,0.0,0.02970114000029168
38.0,61.0,0.0,1.0,0.0,0.0,0.0,0.02997839614105096
37.0,62.0,0.0,1.0,0.0,0.0,0.0,0.03120042154598401
36.0,63.0,0.0,1.0,0.0,0.0,0.0,0.03183675947539626
35.0,64.0,0.0,1.0,0.0,0.0,0.0,0.03223867321040298
34.0,65.0,0.0,1.0,0.0,0.0,0.0,0.03225043860566249
33.0,66.0,0.0,1.0,0.0,0.0,0.0,0.03280608332486237
32.0,67.0,0.0,1.0,0.0,0.0,0.0,0.033276224250642326
31.0,68.0,0.0,1.0,0.0,0.0,0.0,0.033279812303917626
30.0,69.0,0.0,1.0,0.0,0.0,0.0,0.03351253795723315
29.0,70.0,0.0,1.0,0.0,0.0,0.0,0.033812391964363114
28.0,71.0,0.0,1.0,0.0,0.0,0.0,0.03479374019291944
27.0,72.0,0.0,1.0,0.0,0.0,0.0,0.03507685135504126
26.0,73.0,0.0,1.0,0.0,0.0,0.0,0.035341714758905816
25.0,74.0,0.0,1.0,0.0,0.0,0.0,0.035476307771740705
24.0,75.0,0.0,1.0,0.0,0.0,0.0,0.03550211458719211
23.0,76.0,0.0,1.0,0.0,0.0,0.0,0.03554455942873268
22.0,77.0,0.0,1.0,0.0,0.0,0.0,0.0363276413297881
21.0,78.0,0.0,1.0,0.0,0.0,0.0,0.036485637703671865
20.0,79.0,0.0,1.0,0.0,0.0,0.0,0.037727126651909894
19.0,80.0,0.0,1.0,0.0,0.0,0.0,0.03798719655367416
18.0,81.0,0.0,1.0,0.0,0.0,0.0,0.04028617889195672
17.0,82.0,0.0,1.0,0.0,0.0,0.0,0.04120406750389052
16.0,83.0,0.0,1.0,0.0,0.0,0.0,0.042383703192964126
15.0,84.0,0.0,1.0,0.0,0.0,0.0,0.04276719831381593
14.0,85.0,0.0,1.0,0.0,0.0,0.0,0.04331678962005301
13.0,86.0,0.0,1.0,0.0,0.0,0.0,0.04368256811404926
12.0,87.0,0.0,1.0,0.0,0.0,0.0,0.044108743770419644
11.0,88.0,0.0,1.0,0.0,0.0,0.0,0.045255102063464656
10.0,89.0,0.0,1.0,0.0,0.0,0.0,0.045306885441544265
9.0,90.0,0.0,1.0,0.0,0.0,0.0,0.04973000655849935
8.0,91.0,0.0,1.0,0.0,0.0,0.0,0.049910530310000846
7.0,92.0,0.0,1.0,0.0,0.0,0.0,0.050272934349209694
6.0,93.0,0.0,1.0,0.0,0.0,0.0,0.05046549521284685
5.0,94.0,0.0,1.0,0.0,0.0,0.0,0.05141505664793944
4.0,95.0,0.0,1.0,0.0,0.0,0.0,0.05490639316078266
3.0,96.0,0.0,1.0,0.0,0.0,0.0,0.059174105121328896
2.0,97.0,0.0,1.0,0.0,0.0,0.0,0.059741056489218576
1.0,98.0,0.0,1.0,0.0,0.0,0.0,0.07432423064830773
0.0,99.0,0.0,1.0,0.0,0.0,0.0,0.10814270512683477
0.0,99.0,0.0,0.0,0.0,0.0,1.0,0.4139385888710282
