,0,1,2,3,4,5,6,7,8,9
max_peack_black,100.0,100.0,100.0,100.0,100.0,99.0,100.0,100.0,100.0,100.0
final_black,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
t_window,1.271816156326228,0.2154593584207478,0.8057275688368433,0.27918110654159,0.316871448256365,0.050820328430404973,0.22092076221655946,0.17337189213761625,1.90857289509968,0.32016587384193024
