V,B,W_B,C_B,C,W,P,t
98.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
97.0,2.0,0.0,0.0,1.0,0.0,0.0,0.006554226483747115
96.0,3.0,0.0,0.0,1.0,0.0,0.0,0.017535420830640965
95.0,4.0,0.0,0.0,1.0,0.0,0.0,0.02445036631510289
94.0,5.0,0.0,0.0,1.0,0.0,0.0,0.025184860032339183
93.0,6.0,0.0,0.0,1.0,0.0,0.0,0.025334937292866563
92.0,7.0,0.0,0.0,1.0,0.0,0.0,0.027872482395225204
91.0,8.0,0.0,0.0,1.0,0.0,0.0,0.030434958247120787
90.0,9.0,0.0,0.0,1.0,0.0,0.0,0.03059603184204987
89.0,10.0,0.0,0.0,1.0,0.0,0.0,0.03314425824599334
88.0,11.0,0.0,0.0,1.0,0.0,0.0,0.033470516450308956
87.0,12.0,0.0,0.0,1.0,0.0,0.0,0.03590057250110782
86.0,13.0,0.0,0.0,1.0,0.0,0.0,0.03666646924972112
85.0,14.0,0.0,0.0,1.0,0.0,0.0,0.03735015918067353
84.0,15.0,0.0,0.0,1.0,0.0,0.0,0.03892500361618306
83.0,16.0,0.0,0.0,1.0,0.0,0.0,0.03953764156540475
82.0,17.0,0.0,0.0,1.0,0.0,0.0,0.039830309600908186
81.0,18.0,0.0,0.0,1.0,0.0,0.0,0.040177779731355175
80.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0408784466458947
79.0,20.0,0.0,0.0,1.0,0.0,0.0,0.04096267499103873
78.0,21.0,0.0,0.0,1.0,0.0,0.0,0.04188876605429598
77.0,22.0,0.0,0.0,1.0,0.0,0.0,0.04213194444940991
76.0,23.0,0.0,0.0,1.0,0.0,0.0,0.04339255655087154
75.0,24.0,0.0,0.0,1.0,0.0,0.0,0.04374046057062043
74.0,25.0,0.0,0.0,1.0,0.0,0.0,0.04406658639100377
73.0,26.0,0.0,0.0,1.0,0.0,0.0,0.04430597885674812
73.0,26.0,0.0,1.0,0.0,0.0,0.0,0.044447936553474454
72.0,27.0,0.0,1.0,0.0,0.0,0.0,0.044954961961329636
71.0,28.0,0.0,1.0,0.0,0.0,0.0,0.04620958289801881
70.0,29.0,0.0,1.0,0.0,0.0,0.0,0.046547961981404186
69.0,30.0,0.0,1.0,0.0,0.0,0.0,0.046630435848180524
68.0,31.0,0.0,1.0,0.0,0.0,0.0,0.04705185429885247
67.0,32.0,0.0,1.0,0.0,0.0,0.0,0.047402212254870006
66.0,33.0,0.0,1.0,0.0,0.0,0.0,0.04746332772200059
65.0,34.0,0.0,1.0,0.0,0.0,0.0,0.04764568092939681
64.0,35.0,0.0,1.0,0.0,0.0,0.0,0.04864768681914345
63.0,36.0,0.0,1.0,0.0,0.0,0.0,0.048762025886619285
62.0,37.0,0.0,1.0,0.0,0.0,0.0,0.048908380015535206
61.0,38.0,0.0,1.0,0.0,0.0,0.0,0.049900725607101994
60.0,39.0,0.0,1.0,0.0,0.0,0.0,0.04995044644505558
59.0,40.0,0.0,1.0,0.0,0.0,0.0,0.05094636639802976
58.0,41.0,0.0,1.0,0.0,0.0,0.0,0.05095829717687624
57.0,42.0,0.0,1.0,0.0,0.0,0.0,0.05117037732455193
56.0,43.0,0.0,1.0,0.0,0.0,0.0,0.051215979173012086
55.0,44.0,0.0,1.0,0.0,0.0,0.0,0.05123304300531306
54.0,45.0,0.0,1.0,0.0,0.0,0.0,0.05138540018082104
53.0,46.0,0.0,1.0,0.0,0.0,0.0,0.052135797059026816
52.0,47.0,0.0,1.0,0.0,0.0,0.0,0.05300256542751761
51.0,48.0,0.0,1.0,0.0,0.0,0.0,0.05310746983564507
50.0,49.0,0.0,1.0,0.0,0.0,0.0,0.05420721733134491
49.0,50.0,0.0,1.0,0.0,0.0,0.0,0.05475424109932032
48.0,51.0,0.0,1.0,0.0,0.0,0.0,0.05512704829779375
47.0,52.0,0.0,1.0,0.0,0.0,0.0,0.055790251879104275
46.0,53.0,0.0,1.0,0.0,0.0,0.0,0.05591115390997664
45.0,54.0,0.0,1.0,0.0,0.0,0.0,0.05613157596694838
44.0,55.0,0.0,1.0,0.0,0.0,0.0,0.05710789546227621
43.0,56.0,0.0,1.0,0.0,0.0,0.0,0.05711153252199957
42.0,57.0,0.0,1.0,0.0,0.0,0.0,0.05738241060484485
41.0,58.0,0.0,1.0,0.0,0.0,0.0,0.057401966269972786
40.0,59.0,0.0,1.0,0.0,0.0,0.0,0.057570381736418964
39.0,60.0,0.0,1.0,0.0,0.0,0.0,0.05797794705339111
38.0,61.0,0.0,1.0,0.0,0.0,0.0,0.05904975489702355
37.0,62.0,0.0,1.0,0.0,0.0,0.0,0.05925470945355401
36.0,63.0,0.0,1.0,0.0,0.0,0.0,0.05942875160016215
35.0,64.0,0.0,1.0,0.0,0.0,0.0,0.05943293910752227
34.0,65.0,0.0,1.0,0.0,0.0,0.0,0.05969747380841754
33.0,66.0,0.0,1.0,0.0,0.0,0.0,0.06036269512107853
32.0,67.0,0.0,1.0,0.0,0.0,0.0,0.06134757929883438
31.0,68.0,0.0,1.0,0.0,0.0,0.0,0.06173011909944675
30.0,69.0,0.0,1.0,0.0,0.0,0.0,0.061810970762069456
29.0,70.0,0.0,1.0,0.0,0.0,0.0,0.06181851031391559
28.0,71.0,0.0,1.0,0.0,0.0,0.0,0.06192452700074156
27.0,72.0,0.0,1.0,0.0,0.0,0.0,0.06231638631430713
26.0,73.0,0.0,1.0,0.0,0.0,0.0,0.06257705012032608
25.0,74.0,0.0,1.0,0.0,0.0,0.0,0.0634408753870178
24.0,75.0,0.0,1.0,0.0,0.0,0.0,0.06553223032604046
23.0,76.0,0.0,1.0,0.0,0.0,0.0,0.0658109920383978
22.0,77.0,0.0,1.0,0.0,0.0,0.0,0.06596668385828898
21.0,78.0,0.0,1.0,0.0,0.0,0.0,0.0667312543472161
20.0,79.0,0.0,1.0,0.0,0.0,0.0,0.06727172479484665
19.0,80.0,0.0,1.0,0.0,0.0,0.0,0.06743269189226556
18.0,81.0,0.0,1.0,0.0,0.0,0.0,0.06755590190603387
17.0,82.0,0.0,1.0,0.0,0.0,0.0,0.0688838798075086
16.0,83.0,0.0,1.0,0.0,0.0,0.0,0.06981624338913167
15.0,84.0,0.0,1.0,0.0,0.0,0.0,0.07231223505915751
14.0,85.0,0.0,1.0,0.0,0.0,0.0,0.07312097543236465
13.0,86.0,0.0,1.0,0.0,0.0,0.0,0.07452051011469549
12.0,87.0,0.0,1.0,0.0,0.0,0.0,0.07494540864239618
11.0,88.0,0.0,1.0,0.0,0.0,0.0,0.07512027868822985
10.0,89.0,0.0,1.0,0.0,0.0,0.0,0.0754156626864265
9.0,90.0,0.0,1.0,0.0,0.0,0.0,0.07657426295792345
8.0,91.0,0.0,1.0,0.0,0.0,0.0,0.07844973495349666
7.0,92.0,0.0,1.0,0.0,0.0,0.0,0.08066063240206171
6.0,93.0,0.0,1.0,0.0,0.0,0.0,0.08172574226848472
5.0,94.0,0.0,1.0,0.0,0.0,0.0,0.08341972157381078
4.0,95.0,0.0,1.0,0.0,0.0,0.0,0.08595054782138627
3.0,96.0,0.0,1.0,0.0,0.0,0.0,0.08761091216996421
2.0,97.0,0.0,1.0,0.0,0.0,0.0,0.08854293225772021
1.0,98.0,0.0,1.0,0.0,0.0,0.0,0.09614130556413249
0.0,99.0,0.0,1.0,0.0,0.0,0.0,0.10928489635891457
0.0,99.0,1.0,0.0,0.0,0.0,0.0,2.1334004108856446
0.0,98.0,1.0,1.0,0.0,0.0,0.0,2.140494680533042
0.0,98.0,1.0,0.0,0.0,0.0,1.0,2.1443119477652535
0.0,97.0,1.0,1.0,0.0,0.0,1.0,2.176441527189017
0.0,96.0,1.0,2.0,0.0,0.0,1.0,2.1838526696348373
0.0,95.0,1.0,3.0,0.0,0.0,1.0,2.184176242250525
0.0,94.0,1.0,4.0,0.0,0.0,1.0,2.1881029322951813
