,0,1,2,3,4,5,6,7,8,9
max_peack_black,100.0,100.0,99.0,100.0,100.0,99.0,99.0,100.0,100.0,100.0
final_black,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_window,0.36930325630480987,0.2633211192041861,0.0688987737713447,0.18578053682890958,1.285816531339245,0.12954008219168106,0.3490166968717202,0.4269385286827795,0.196018926320319,0.6716563325603581
