V,B,W_B,C_B,C,W,P,t
98.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
97.0,2.0,0.0,0.0,1.0,0.0,0.0,0.006732570911776923
96.0,3.0,0.0,0.0,1.0,0.0,0.0,0.017492817771772265
95.0,4.0,0.0,0.0,1.0,0.0,0.0,0.017769425100719497
94.0,5.0,0.0,0.0,1.0,0.0,0.0,0.018337417504398424
93.0,6.0,0.0,0.0,1.0,0.0,0.0,0.023482332693352634
92.0,7.0,0.0,0.0,1.0,0.0,0.0,0.02554215853063761
92.0,7.0,0.0,1.0,0.0,0.0,0.0,0.02669361839066857
91.0,8.0,0.0,1.0,0.0,0.0,0.0,0.02774150916997503
90.0,9.0,0.0,1.0,0.0,0.0,0.0,0.027756554887690608
89.0,10.0,0.0,1.0,0.0,0.0,0.0,0.028375276999610486
88.0,11.0,0.0,1.0,0.0,0.0,0.0,0.028689730368706593
87.0,12.0,0.0,1.0,0.0,0.0,0.0,0.03013256413387184
86.0,13.0,0.0,1.0,0.0,0.0,0.0,0.030810279206373043
85.0,14.0,0.0,1.0,0.0,0.0,0.0,0.03192767085340702
84.0,15.0,0.0,1.0,0.0,0.0,0.0,0.03197172941026383
83.0,16.0,0.0,1.0,0.0,0.0,0.0,0.03251400787150869
82.0,17.0,0.0,1.0,0.0,0.0,0.0,0.03274767218421726
81.0,18.0,0.0,1.0,0.0,0.0,0.0,0.03432197761934374
80.0,19.0,0.0,1.0,0.0,0.0,0.0,0.034807720518952354
79.0,20.0,0.0,1.0,0.0,0.0,0.0,0.035660314037085666
78.0,21.0,0.0,1.0,0.0,0.0,0.0,0.03670169016298349
77.0,22.0,0.0,1.0,0.0,0.0,0.0,0.037434938116557716
76.0,23.0,0.0,1.0,0.0,0.0,0.0,0.03753260301058644
75.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0378181862931081
74.0,25.0,0.0,1.0,0.0,0.0,0.0,0.03885109049898298
73.0,26.0,0.0,1.0,0.0,0.0,0.0,0.03923711460134237
72.0,27.0,0.0,1.0,0.0,0.0,0.0,0.03931903748639586
71.0,28.0,0.0,1.0,0.0,0.0,0.0,0.039695049377054634
70.0,29.0,0.0,1.0,0.0,0.0,0.0,0.04147457586893048
69.0,30.0,0.0,1.0,0.0,0.0,0.0,0.04151044990039013
68.0,31.0,0.0,1.0,0.0,0.0,0.0,0.04164875616606727
67.0,32.0,0.0,1.0,0.0,0.0,0.0,0.04185373495684354
66.0,33.0,0.0,1.0,0.0,0.0,0.0,0.042144668965291
65.0,34.0,0.0,1.0,0.0,0.0,0.0,0.042359773679671725
64.0,35.0,0.0,1.0,0.0,0.0,0.0,0.042537324884855586
63.0,36.0,0.0,1.0,0.0,0.0,0.0,0.04261782021316198
62.0,37.0,0.0,1.0,0.0,0.0,0.0,0.043291279684358246
61.0,38.0,0.0,1.0,0.0,0.0,0.0,0.04335372100818158
60.0,39.0,0.0,1.0,0.0,0.0,0.0,0.04425241872925105
59.0,40.0,0.0,1.0,0.0,0.0,0.0,0.04426054443383518
58.0,41.0,0.0,1.0,0.0,0.0,0.0,0.0447763916521921
57.0,42.0,0.0,1.0,0.0,0.0,0.0,0.04555533424459685
56.0,43.0,0.0,1.0,0.0,0.0,0.0,0.045575493152072814
55.0,44.0,0.0,1.0,0.0,0.0,0.0,0.045742762721021
54.0,45.0,0.0,1.0,0.0,0.0,0.0,0.04597508602517972
53.0,46.0,0.0,1.0,0.0,0.0,0.0,0.04607812072025133
52.0,47.0,0.0,1.0,0.0,0.0,0.0,0.04689721073680304
51.0,48.0,0.0,1.0,0.0,0.0,0.0,0.04716632574296438
50.0,49.0,0.0,1.0,0.0,0.0,0.0,0.0472697544529196
49.0,50.0,0.0,1.0,0.0,0.0,0.0,0.04744960258127921
48.0,51.0,0.0,1.0,0.0,0.0,0.0,0.048066012737787614
47.0,52.0,0.0,1.0,0.0,0.0,0.0,0.048361037248864314
46.0,53.0,0.0,1.0,0.0,0.0,0.0,0.048831883469578556
45.0,54.0,0.0,1.0,0.0,0.0,0.0,0.04914760300970699
44.0,55.0,0.0,1.0,0.0,0.0,0.0,0.04946171147957596
43.0,56.0,0.0,1.0,0.0,0.0,0.0,0.04946880833394187
42.0,57.0,0.0,1.0,0.0,0.0,0.0,0.0495538608835936
41.0,58.0,0.0,1.0,0.0,0.0,0.0,0.05031721754708382
40.0,59.0,0.0,1.0,0.0,0.0,0.0,0.05065306227738447
39.0,60.0,0.0,1.0,0.0,0.0,0.0,0.05143713102074618
38.0,61.0,0.0,1.0,0.0,0.0,0.0,0.051561383989934706
37.0,62.0,0.0,1.0,0.0,0.0,0.0,0.0516823553537757
36.0,63.0,0.0,1.0,0.0,0.0,0.0,0.051926861099661915
35.0,64.0,0.0,1.0,0.0,0.0,0.0,0.052028793848922075
34.0,65.0,0.0,1.0,0.0,0.0,0.0,0.052071492971517586
33.0,66.0,0.0,1.0,0.0,0.0,0.0,0.05208864844125756
32.0,67.0,0.0,1.0,0.0,0.0,0.0,0.0524900299388317
31.0,68.0,0.0,1.0,0.0,0.0,0.0,0.05307181575833067
30.0,69.0,0.0,1.0,0.0,0.0,0.0,0.054694510418035136
29.0,70.0,0.0,1.0,0.0,0.0,0.0,0.05474670153187699
28.0,71.0,0.0,1.0,0.0,0.0,0.0,0.055040706320505374
27.0,72.0,0.0,1.0,0.0,0.0,0.0,0.055153756116805855
26.0,73.0,0.0,1.0,0.0,0.0,0.0,0.05535022779489455
25.0,74.0,0.0,1.0,0.0,0.0,0.0,0.055506217626554326
24.0,75.0,0.0,1.0,0.0,0.0,0.0,0.05560480274334029
23.0,76.0,0.0,1.0,0.0,0.0,0.0,0.05646246845313789
22.0,77.0,0.0,1.0,0.0,0.0,0.0,0.057435034480037075
21.0,78.0,0.0,1.0,0.0,0.0,0.0,0.057808408472600575
20.0,79.0,0.0,1.0,0.0,0.0,0.0,0.058818937062506696
19.0,80.0,0.0,1.0,0.0,0.0,0.0,0.059680827911039874
18.0,81.0,0.0,1.0,0.0,0.0,0.0,0.05969284564643118
17.0,82.0,0.0,1.0,0.0,0.0,0.0,0.0599438676536621
16.0,83.0,0.0,1.0,0.0,0.0,0.0,0.06155044353321676
15.0,84.0,0.0,1.0,0.0,0.0,0.0,0.06156688923782277
14.0,85.0,0.0,1.0,0.0,0.0,0.0,0.062061984770215094
13.0,86.0,0.0,1.0,0.0,0.0,0.0,0.062151797397975536
12.0,87.0,0.0,1.0,0.0,0.0,0.0,0.064931744335396
11.0,88.0,0.0,1.0,0.0,0.0,0.0,0.06627914879062623
10.0,89.0,0.0,1.0,0.0,0.0,0.0,0.0665054370995893
9.0,90.0,0.0,1.0,0.0,0.0,0.0,0.06710906231870423
8.0,91.0,0.0,1.0,0.0,0.0,0.0,0.06768784702229294
7.0,92.0,0.0,1.0,0.0,0.0,0.0,0.06817827108987946
6.0,93.0,0.0,1.0,0.0,0.0,0.0,0.06925562774220227
5.0,94.0,0.0,1.0,0.0,0.0,0.0,0.06981762727864432
4.0,95.0,0.0,1.0,0.0,0.0,0.0,0.07179580021484877
3.0,96.0,0.0,1.0,0.0,0.0,0.0,0.07702637117976353
2.0,97.0,0.0,1.0,0.0,0.0,0.0,0.08346811276601176
1.0,98.0,0.0,1.0,0.0,0.0,0.0,0.08755362767053294
0.0,99.0,0.0,1.0,0.0,0.0,0.0,0.11070479994691118
0.0,99.0,0.0,0.0,0.0,0.0,1.0,0.2280563309098664
