V,B,W_B,C_B,C,W,P,t
98.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
97.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0003788817384392118
96.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0023617927362580295
96.0,3.0,0.0,0.0,0.0,1.0,0.0,0.002572306139400594
95.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0034351970284302257
94.0,5.0,0.0,0.0,0.0,1.0,0.0,0.008984717109333908
93.0,6.0,0.0,0.0,0.0,1.0,0.0,0.010634059122556869
92.0,6.0,0.0,0.0,1.0,1.0,0.0,0.012708777776083613
91.0,7.0,0.0,0.0,1.0,1.0,0.0,0.015359863667890498
90.0,8.0,0.0,0.0,1.0,1.0,0.0,0.016162399687008423
89.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0182331894462508
88.0,10.0,0.0,0.0,1.0,1.0,0.0,0.018789483920143495
87.0,11.0,0.0,0.0,1.0,1.0,0.0,0.019559571166210554
86.0,12.0,0.0,0.0,1.0,1.0,0.0,0.019952094912214557
85.0,13.0,0.0,0.0,1.0,1.0,0.0,0.021394540515365188
84.0,14.0,0.0,0.0,1.0,1.0,0.0,0.021425876632527596
83.0,15.0,0.0,0.0,1.0,1.0,0.0,0.024676515741124814
82.0,16.0,0.0,0.0,1.0,1.0,0.0,0.024811853215026002
81.0,17.0,0.0,0.0,1.0,1.0,0.0,0.02553051745792704
80.0,18.0,0.0,0.0,1.0,1.0,0.0,0.025535732394291
79.0,19.0,0.0,0.0,1.0,1.0,0.0,0.02553719184854931
78.0,20.0,0.0,0.0,1.0,1.0,0.0,0.026150416981158962
77.0,20.0,0.0,0.0,2.0,1.0,0.0,0.026511907352495593
76.0,21.0,0.0,0.0,2.0,1.0,0.0,0.02677761211177868
75.0,22.0,0.0,0.0,2.0,1.0,0.0,0.028333606243049442
75.0,22.0,0.0,0.0,1.0,2.0,0.0,0.028724662056817347
74.0,23.0,0.0,0.0,1.0,2.0,0.0,0.029004067216120356
73.0,24.0,0.0,0.0,1.0,2.0,0.0,0.0293240725191574
72.0,25.0,0.0,0.0,1.0,2.0,0.0,0.029803718725782084
71.0,26.0,0.0,0.0,1.0,2.0,0.0,0.029827284157104304
70.0,27.0,0.0,0.0,1.0,2.0,0.0,0.030336359480491577
69.0,28.0,0.0,0.0,1.0,2.0,0.0,0.03233423251101737
68.0,29.0,0.0,0.0,1.0,2.0,0.0,0.03243907903130664
67.0,30.0,0.0,0.0,1.0,2.0,0.0,0.03294834982940321
66.0,31.0,0.0,0.0,1.0,2.0,0.0,0.03335765061189918
65.0,32.0,0.0,0.0,1.0,2.0,0.0,0.03342060742783691
64.0,33.0,0.0,0.0,1.0,2.0,0.0,0.033544177470020496
63.0,34.0,0.0,0.0,1.0,2.0,0.0,0.033571329006846985
62.0,35.0,0.0,0.0,1.0,2.0,0.0,0.03446361808398127
61.0,36.0,0.0,0.0,1.0,2.0,0.0,0.03475781113956408
61.0,36.0,1.0,0.0,1.0,1.0,0.0,0.034800137708255276
61.0,35.0,1.0,1.0,1.0,1.0,0.0,0.03499941972859664
60.0,36.0,1.0,1.0,1.0,1.0,0.0,0.03519324882799762
59.0,37.0,1.0,1.0,1.0,1.0,0.0,0.035761506526564
58.0,38.0,1.0,1.0,1.0,1.0,0.0,0.035879164813672086
57.0,39.0,1.0,1.0,1.0,1.0,0.0,0.036557347211702756
56.0,39.0,1.0,1.0,2.0,1.0,0.0,0.0386127972018255
55.0,40.0,1.0,1.0,2.0,1.0,0.0,0.03877652276716153
54.0,41.0,1.0,1.0,2.0,1.0,0.0,0.03940327691275039
53.0,42.0,1.0,1.0,2.0,1.0,0.0,0.03950951146333428
52.0,43.0,1.0,1.0,2.0,1.0,0.0,0.040091028811780886
51.0,44.0,1.0,1.0,2.0,1.0,0.0,0.041639542674120775
50.0,45.0,1.0,1.0,2.0,1.0,0.0,0.04178884637795421
49.0,46.0,1.0,1.0,2.0,1.0,0.0,0.04182517677301702
48.0,47.0,1.0,1.0,2.0,1.0,0.0,0.041951240998975264
47.0,48.0,1.0,1.0,2.0,1.0,0.0,0.04195703245304327
46.0,49.0,1.0,1.0,2.0,1.0,0.0,0.04228435163884734
45.0,50.0,1.0,1.0,2.0,1.0,0.0,0.04244629373301699
44.0,50.0,1.0,1.0,3.0,1.0,0.0,0.042545952905051664
44.0,50.0,1.0,2.0,2.0,1.0,0.0,0.04328338433543275
44.0,50.0,2.0,1.0,2.0,1.0,0.0,0.04339934397384849
43.0,51.0,2.0,1.0,2.0,1.0,0.0,0.04360496877371244
42.0,52.0,2.0,1.0,2.0,1.0,0.0,0.0437781202220701
41.0,53.0,2.0,1.0,2.0,1.0,0.0,0.04405703982517638
40.0,54.0,2.0,1.0,2.0,1.0,0.0,0.04449777391858795
40.0,54.0,2.0,2.0,1.0,1.0,0.0,0.0445438362984196
39.0,55.0,2.0,2.0,1.0,1.0,0.0,0.04515047718125959
38.0,56.0,2.0,2.0,1.0,1.0,0.0,0.04554882983851394
37.0,57.0,2.0,2.0,1.0,1.0,0.0,0.045661146563876355
36.0,58.0,2.0,2.0,1.0,1.0,0.0,0.045709768347983404
35.0,59.0,2.0,2.0,1.0,1.0,0.0,0.04572495955049699
34.0,60.0,2.0,2.0,1.0,1.0,0.0,0.046241947906145574
33.0,61.0,2.0,2.0,1.0,1.0,0.0,0.046398225928485845
32.0,62.0,2.0,2.0,1.0,1.0,0.0,0.04662607340184364
31.0,63.0,2.0,2.0,1.0,1.0,0.0,0.04752930440256126
30.0,64.0,2.0,2.0,1.0,1.0,0.0,0.047716437306542625
29.0,65.0,2.0,2.0,1.0,1.0,0.0,0.04780665034708654
28.0,66.0,2.0,2.0,1.0,1.0,0.0,0.047998832345598694
28.0,66.0,3.0,1.0,1.0,1.0,0.0,0.04838898105631545
28.0,65.0,3.0,2.0,1.0,1.0,0.0,0.04868732576272416
27.0,66.0,3.0,2.0,1.0,1.0,0.0,0.049003502620856704
26.0,67.0,3.0,2.0,1.0,1.0,0.0,0.04908685158425976
26.0,67.0,3.0,2.0,0.0,2.0,0.0,0.049382793334820034
25.0,68.0,3.0,2.0,0.0,2.0,0.0,0.05003077296814554
24.0,69.0,3.0,2.0,0.0,2.0,0.0,0.05004310824846852
24.0,69.0,4.0,1.0,0.0,2.0,0.0,0.05020304647141187
24.0,69.0,3.0,1.0,0.0,2.0,1.0,0.05062276831474626
23.0,70.0,3.0,1.0,0.0,2.0,1.0,0.05088961435689581
22.0,71.0,3.0,1.0,0.0,2.0,1.0,0.051709011626573854
21.0,72.0,3.0,1.0,0.0,2.0,1.0,0.05242338666180551
20.0,73.0,3.0,1.0,0.0,2.0,1.0,0.053099549975332894
19.0,74.0,3.0,1.0,0.0,2.0,1.0,0.053155293030057116
19.0,73.0,3.0,2.0,0.0,2.0,1.0,0.0548888037115637
18.0,74.0,3.0,2.0,0.0,2.0,1.0,0.05489344475467289
17.0,75.0,3.0,2.0,0.0,2.0,1.0,0.05549743713920893
17.0,75.0,4.0,2.0,0.0,1.0,1.0,0.05553769240089849
16.0,76.0,4.0,2.0,0.0,1.0,1.0,0.05607361148988176
15.0,77.0,4.0,2.0,0.0,1.0,1.0,0.05612350120083106
14.0,78.0,4.0,2.0,0.0,1.0,1.0,0.05644434522070986
13.0,79.0,4.0,2.0,0.0,1.0,1.0,0.05673073702300419
13.0,79.0,5.0,1.0,0.0,1.0,1.0,0.05727825470228597
13.0,78.0,5.0,2.0,0.0,1.0,1.0,0.05775994393447105
12.0,79.0,5.0,2.0,0.0,1.0,1.0,0.05782095274881686
12.0,79.0,6.0,2.0,0.0,0.0,1.0,0.05817456186805734
11.0,80.0,6.0,2.0,0.0,0.0,1.0,0.05856503836672373
11.0,79.0,6.0,3.0,0.0,0.0,1.0,0.060373017112818964
10.0,80.0,6.0,3.0,0.0,0.0,1.0,0.06051824588669831
10.0,80.0,7.0,2.0,0.0,0.0,1.0,0.06076303223547825
9.0,81.0,7.0,2.0,0.0,0.0,1.0,0.06214876043987333
9.0,80.0,7.0,3.0,0.0,0.0,1.0,0.06244590801134904
9.0,79.0,7.0,4.0,0.0,0.0,1.0,0.06270661410176522
8.0,80.0,7.0,4.0,0.0,0.0,1.0,0.06293811072818783
8.0,80.0,8.0,3.0,0.0,0.0,1.0,0.06443473479565305
8.0,79.0,8.0,4.0,0.0,0.0,1.0,0.06646321589111383
7.0,80.0,8.0,4.0,0.0,0.0,1.0,0.06649525749462676
7.0,80.0,9.0,3.0,0.0,0.0,1.0,0.0666047795855759
7.0,80.0,10.0,2.0,0.0,0.0,1.0,0.06730373879735346
6.0,81.0,10.0,2.0,0.0,0.0,1.0,0.06755259484145949
5.0,82.0,10.0,2.0,0.0,0.0,1.0,0.06780718428599786
5.0,82.0,11.0,1.0,0.0,0.0,1.0,0.06944036067196152
5.0,82.0,12.0,0.0,0.0,0.0,1.0,0.07193299163893031
5.0,81.0,12.0,1.0,0.0,0.0,1.0,0.07204547121305044
5.0,80.0,12.0,2.0,0.0,0.0,1.0,0.07249714337948233
4.0,81.0,12.0,2.0,0.0,0.0,1.0,0.07266960168839709
4.0,80.0,12.0,3.0,0.0,0.0,1.0,0.07338052883248804
4.0,79.0,12.0,4.0,0.0,0.0,1.0,0.07440212751265639
3.0,79.0,12.0,4.0,1.0,0.0,1.0,0.07476382767515363
3.0,78.0,12.0,5.0,1.0,0.0,1.0,0.07482032977216625
3.0,78.0,12.0,5.0,0.0,1.0,1.0,0.07546676058105549
3.0,78.0,13.0,4.0,0.0,1.0,1.0,0.07641995740589284
3.0,77.0,13.0,5.0,0.0,1.0,1.0,0.07653544974828616
3.0,77.0,14.0,4.0,0.0,1.0,1.0,0.07681983052946587
