V,B,W_B,C_B,C,W,P,t
98.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
97.0,2.0,0.0,0.0,1.0,0.0,0.0,0.006161147607053612
96.0,3.0,0.0,0.0,1.0,0.0,0.0,0.01736627405144698
95.0,4.0,0.0,0.0,1.0,0.0,0.0,0.023342536770765983
94.0,5.0,0.0,0.0,1.0,0.0,0.0,0.02722480216788969
93.0,6.0,0.0,0.0,1.0,0.0,0.0,0.02879979910193565
92.0,7.0,0.0,0.0,1.0,0.0,0.0,0.02972460212429682
91.0,8.0,0.0,0.0,1.0,0.0,0.0,0.030513345232272247
90.0,9.0,0.0,0.0,1.0,0.0,0.0,0.03185794503680624
89.0,10.0,0.0,0.0,1.0,0.0,0.0,0.03301173278440099
88.0,11.0,0.0,0.0,1.0,0.0,0.0,0.03400070386724452
87.0,12.0,0.0,0.0,1.0,0.0,0.0,0.03445915468476876
86.0,13.0,0.0,0.0,1.0,0.0,0.0,0.03461227202045433
85.0,14.0,0.0,0.0,1.0,0.0,0.0,0.03597846806614566
84.0,15.0,0.0,0.0,1.0,0.0,0.0,0.036347412669683714
83.0,16.0,0.0,0.0,1.0,0.0,0.0,0.037101537698208543
83.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0373986286482076
82.0,17.0,0.0,1.0,0.0,0.0,0.0,0.03745865993435314
81.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0391305441786274
80.0,19.0,0.0,1.0,0.0,0.0,0.0,0.039227381789004284
79.0,20.0,0.0,1.0,0.0,0.0,0.0,0.039718571740592
78.0,21.0,0.0,1.0,0.0,0.0,0.0,0.03996713467147738
77.0,22.0,0.0,1.0,0.0,0.0,0.0,0.040695430474358474
76.0,23.0,0.0,1.0,0.0,0.0,0.0,0.041069086343481394
75.0,24.0,0.0,1.0,0.0,0.0,0.0,0.04242769757317909
74.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0428649472316989
73.0,26.0,0.0,1.0,0.0,0.0,0.0,0.04371389568588029
72.0,27.0,0.0,1.0,0.0,0.0,0.0,0.044013800196122756
