,0,1,2,3,4,5,6,7,8,9
max_peack_black,100.0,99.0,99.0,100.0,100.0,97.0,100.0,98.0,100.0,100.0
final_black,99.0,99.0,99.0,99.0,99.0,0.0,99.0,0.0,99.0,99.0
t_window,0.3438908157066882,0.03435324508338389,0.038497116542227726,0.17363196973909745,0.18636745538358068,0.3204640161537805,0.5100030909438,0.23599664487889363,0.21089111910570318,0.30370336424234967
