,0,1,2,3,4,5,6,7,8,9
max_peack_black,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
final_black,99.0,0.0,99.0,0.0,0.0,0.0,99.0,99.0,0.0,0.0
t_window,696.7834186463465,629.6085721719193,843.2111164668535,181.7159651689909,419.8876878132627,196.23933968343903,220.97461967067295,145.9762239234318,1213.0688053698425,768.5623831239449
