,0,1,2,3,4,5,6,7,8,9
max_peack_black,100.0,100.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
final_black,99.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,99.0,0.0
t_window,0.3755769472963778,0.14722866061468998,0.2704897663552483,0.5176339565725746,0.4177638636467025,0.15496502818977856,0.06725492980698265,0.6588077204729562,0.140097962327129,0.44630281488705015
