,0,1,2,3,4,5,6,7,8,9
max_peack_black,100.0,99.0,100.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0
final_black,0.0,0.0,99.0,99.0,0.0,99.0,0.0,0.0,0.0,0.0
t_window,0.7117972472340515,0.13877448394366418,0.3364080679961425,0.043961636593610055,0.41225929896482216,0.524198261228931,0.3387537494338939,0.9747762480686705,0.5822902668118395,0.32825063443445723
