,0,1,2,3,4,5,6,7,8,9
max_peack_black,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
final_black,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_window,2.261585397602352,0.6745247331211834,1.7680200126042118,0.9845122517458161,0.3567082740494094,0.304686386605667,1.1614729375229225,0.5000823934452243,0.3321257382735166,1.7556301783070516
