beta_b,beta_w,botnet
0.8,8.2,0.04303898305084746
0.8,8.3,0.045288636363636364
0.8,8.4,0.04586712328767124
0.8,8.5,0.046386956521739145
0.8,8.6,0.04651016949152543
0.8,8.7,0.061380000000000004
0.8,8.8,0.022746575342465755
0.8,8.9,0.024350000000000004
0.8,9.0,0.011165384615384613
0.8,9.1,0.03440392156862745
0.8,9.2,0.02034385964912281
0.8,9.3,0.011939473684210524
0.8,9.4,0.02316867469879518
0.8,9.5,0.027733846153846154
0.8,9.6,0.010379545454545454
0.8,9.7,0.012038709677419355
0.8,9.8,0.022448571428571432
0.8,9.9,0.027530769230769234
0.8,10.0,0.017661538461538465
0.9,0.1,1.0
0.9,0.2,1.0
0.9,0.3,1.0
0.9,0.4,1.0
0.9,0.5,0.9892
0.9,0.6,1.0
0.9,0.7,1.0
0.9,0.8,0.9752
0.9,0.9,0.9836666666666667
0.9,1.0,0.9755
0.9,1.1,0.9437
0.9,1.2,0.929025
0.9,1.3,0.9432727272727274
0.9,1.4,0.90775625
0.9,1.5,0.84115
0.9,1.6,0.8492166666666668
0.9,1.7,0.8257666666666666
0.9,1.8,0.8159857142857142
0.9,1.9,0.78316
0.9,2.0,0.7875541666666667
0.9,2.1,0.7200411764705883
0.9,2.2,0.7101555555555555
0.9,2.3,0.695464705882353
0.9,2.4,0.6574333333333334
0.9,2.5,0.6848571428571428
0.9,2.6,0.6820526315789474
0.9,2.7,0.6223379310344829
0.9,2.8,0.61192
0.9,2.9,0.6208590909090911
0.9,3.0,0.5716222222222221
0.9,3.1,0.5282208333333333
0.9,3.2,0.5031300000000001
0.9,3.3,0.4801944444444444
0.9,3.4,0.45093617021276594
0.9,3.5,0.5054045454545455
0.9,3.6,0.4105756097560976
0.9,3.7,0.4686888888888888
0.9,3.8,0.4350052631578947
0.9,3.9,0.461430303030303
0.9,4.0,0.4165619047619047
0.9,4.1,0.37379166666666663
0.9,4.2,0.3501145161290322
0.9,4.3,0.34573548387096775
0.9,4.4,0.35479047619047616
0.9,4.5,0.3431234042553191
0.9,4.6,0.29413636363636364
0.9,4.7,0.3082270833333333
0.9,4.8,0.29945873015873004
0.9,4.9,0.29737254901960786
0.9,5.0,0.3070055555555556
0.9,5.1,0.24948644067796613
0.9,5.2,0.2762769230769231
0.9,5.3,0.25367457627118645
0.9,5.4,0.2766136363636363
0.9,5.5,0.21499444444444446
0.9,5.6,0.2361916666666667
0.9,5.7,0.18482807017543862
0.9,5.8,0.25783921568627455
0.9,5.9,0.193525
