"beta","epsilon","protected","low","high"
6.5,1.7,0.98264,0.981,0.984106666666667
6.5,1.8,0.984042253521127,0.982905487345254,0.985154929577465
6.5,1.9,0.962756097560976,0.9035766940459,0.98640243902439
6.5,2,0.985873417721519,0.984645569620253,0.986873417721519
7,0.1,0.015025,0.01365,0.017275
7,0.2,0.396790697674419,0.308155141920377,0.4803773853668
7,0.3,0.591962962962963,0.486823566921514,0.678269496269572
7,0.4,0.823462962962963,0.739733970955728,0.870892334463851
7,0.5,0.834086956521739,0.75353953612032,0.887289855072464
7,0.6,0.864467741935484,0.775810432684015,0.911677419354839
7,0.7,0.954338028169014,0.950704225352113,0.957605633802817
7,0.8,0.932028571428572,0.865697389156847,0.958874402422059
7,0.9,0.968590163934426,0.965582342513663,0.971311475409836
7,1,0.97325974025974,0.971051948051948,0.975233766233766
7,1.1,0.97558904109589,0.973465753424657,0.977384582558265
7,1.2,0.978666666666667,0.976826086956522,0.980420289855072
7,1.3,0.980805194805195,0.979285714285714,0.982168831168831
7,1.4,0.983388888888889,0.981833333333333,0.984708333333333
7,1.5,0.973775,0.924374903036086,0.986325
7,1.6,0.985908045977011,0.984850574712644,0.986862068965517
7,1.7,0.988311688311688,0.987298701298701,0.989194805194805
7,1.8,0.989240963855421,0.988204819277108,0.990192771084338
7,1.9,0.989512820512821,0.988564102564102,0.990410256410256
7,2,0.9784,0.928980602119251,0.990875
7.5,0.1,0.01492,0.01178,0.02074
7.5,0.2,0.365352941176471,0.27461436922955,0.456607843137255
7.5,0.3,0.727446428571428,0.63002829061931,0.796053571428571
7.5,0.4,0.837968253968254,0.755675301643166,0.882634920634921
7.5,0.5,0.893619047619047,0.819403053476535,0.925698412698413
7.5,0.6,0.894796875,0.819989169099457,0.938203125
7.5,0.7,0.928615384615385,0.857186063977912,0.957369230769231
7.5,0.8,0.9536,0.873574157126762,0.970248198319172
7.5,0.9,0.972358974358974,0.970205128205128,0.97425641025641
7.5,1,0.976922077922077,0.975064935064935,0.978597402597402
7.5,1.1,0.967369863013699,0.90305343385942,0.981178082191781
7.5,1.2,0.98464,0.983146666666667,0.98592
7.5,1.3,0.970871428571428,0.902113485924607,0.985171428571429
7.5,1.4,0.98779746835443,0.986759493670886,0.988708860759494
7.5,1.5,0.987805194805195,0.986604587210214,0.988857142857143
7.5,1.6,0.990227848101266,0.989316455696202,0.99106329113924
7.5,1.7,0.978564102564103,0.915912889101326,0.991307692307692
7.5,1.8,0.992038961038961,0.991194805194805,0.992805194805195
7.5,1.9,0.992878378378378,0.992135135135135,0.993513513513514
7.5,2,0.9932125,0.9924125,0.9939125
8,0.1,0.016563,0.012637,0.026375
8,0.2,0.468388888888889,0.371804699023404,0.556916165045992
8,0.3,0.685983050847458,0.584337243092224,0.765615493495972
8,0.4,0.825283582089552,0.743410224752784,0.87935242712904
8,0.5,0.894471428571428,0.816342857142857,0.933519902175281
8,0.6,0.945863636363636,0.872587405552065,0.961212121212121
8,0.7,0.939072463768116,0.869969861330044,0.96636231884058
8,0.8,0.948716216216216,0.894557785898468,0.9745
8,0.9,0.9681625,0.916094034220947,0.9805875
8,1,0.969555555555556,0.914650359372843,0.9835
8,1.1,0.973025,0.923192852520156,0.98555
8,1.2,0.976729411764706,0.919507326060423,0.988458823529412
8,1.3,0.989246753246753,0.988363636363636,0.990103896103896
8,1.4,0.990368421052632,0.989592105263158,0.991118421052632
8,1.5,0.9791625,0.922873376678715,0.9916625
8,1.6,0.992704545454546,0.991897727272727,0.993363636363636
8,1.7,0.99321052631579,0.992526315789474,0.993844736248617
8,1.8,0.994831325301205,0.994277108433735,0.995349397590362
8,1.9,0.983258823529412,0.936498967346919,0.995011764705882
8,2,0.994949367088608,0.994430379746836,0.995443037974684
8.5,0.1,0.03361,0.01902,0.072461
8.5,0.2,0.5205,0.418542494079545,0.610299501470139
8.5,0.3,0.775777777777778,0.68261150012457,0.83881593059097
8.5,0.4,0.89378125,0.819631373977144,0.92588758720397
8.5,0.5,0.91585294117647,0.846776612396035,0.945823529411765
8.5,0.6,0.953833333333333,0.899500319655523,0.967861111111111
8.5,0.7,0.974305555555556,0.971930555555556,0.976430555555556
8.5,0.8,0.979169014084507,0.977295774647887,0.980845070422535
8.5,0.9,0.983239436619718,0.98169014084507,0.984507042253521
8.5,1,0.976090909090909,0.921124805415712,0.987409090909091
8.5,1.1,0.98922619047619,0.98825,0.990035714285714
8.5,1.2,0.990855421686747,0.99,0.991650602409638
8.5,1.3,0.9918875,0.990567035404131,0.9928
8.5,1.4,0.99296052631579,0.992236842105263,0.993631578947368
8.5,1.5,0.99427397260274,0.993561643835616,0.994931506849315
8.5,1.6,0.994523809523809,0.993904761904762,0.995047619047619
8.5,1.7,0.995222222222222,0.994617283950617,0.995703703703704
8.5,1.8,0.995481012658228,0.994924050632911,0.995974683544304
8.5,1.9,0.995813953488372,0.995337209302326,0.996255813953488
8.5,2,0.996512195121951,0.996048780487805,0.996939024390244
9,0.1,0.02395,0.014613,0.044435
9,0.2,0.477775862068966,0.36949761410194,0.578540833000053
9,0.3,0.737152542372881,0.629772484637181,0.817098553607691
9,0.4,0.829661971830986,0.739893539615824,0.890227169017402
9,0.5,0.920246376811594,0.849605063736111,0.949304347826086
9,0.6,0.903478260869565,0.821057971014493,0.946217391304348
9,0.7,0.9669125,0.905904080962394,0.9796125
9,0.8,0.984057971014493,0.982333333333333,0.985420289855072
9,0.9,0.960794520547945,0.894175821189777,0.98741095890411
9,1,0.990220779220779,0.989038961038961,0.991155844155844
9,1.1,0.979908045977012,0.928352230013724,0.991436781609196
9,1.2,0.993084337349398,0.992518072289157,0.993626506024096
9,1.3,0.994365853658537,0.993756097560976,0.994926829268293
9,1.4,0.995303370786517,0.994797752808989,0.995752808988764
9,1.5,0.995441860465116,0.994930232558139,0.995906976744186
9,1.6,0.9961375,0.9956,0.996625
9,1.7,0.996703296703297,0.996307692307692,0.997076923076923
9,1.8,0.9967625,0.996275,0.997225
9,1.9,0.997607142857143,0.997190476190476,0.997952380952381
9,2,0.997622222222222,0.997233333333333,0.997955555555556
9.5,0.1,0.045213,0.029717,0.068068
9.5,0.2,0.565346153846154,0.453877214077343,0.663883599068187
9.5,0.3,0.7165,0.611485294117647,0.798193310709796
9.5,0.4,0.883,0.805863654495976,0.930999827104052
9.5,0.5,0.968285714285714,0.964935064935065,0.97112987012987
9.5,0.6,0.938710526315789,0.874644036991738,0.964816719291038
9.5,0.7,0.969923076923077,0.908983331014915,0.982782051282051
9.5,0.8,0.963325,0.902804461532098,0.9876
9.5,0.9,0.989519480519481,0.988324675324675,0.990584415584416
9.5,1,0.991646341463415,0.990817172390258,0.992390243902439
9.5,1.1,0.992732558139535,0.991941860465116,0.993453488372093
9.5,1.2,0.993773333333333,0.992934044802282,0.99452
9.5,1.3,0.99551282051282,0.995064102564102,0.995923076923077
9.5,1.4,0.996176470588235,0.995682352941176,0.996611764705882
9.5,1.5,0.996340909090909,0.995863636363636,0.996738636363636
9.5,1.6,0.996962962962963,0.996456790123457,0.997358024691358
9.5,1.7,0.997120879120879,0.99665934065934,0.997505494505494
9.5,1.8,0.997395604395604,0.996956043956044,0.997758241758242
9.5,1.9,0.975418604651163,0.918127906976744,0.998337209302326
9.5,2,0.998034482758621,0.997689655172414,0.99832183908046
10,0.1,0.03143,0.02138,0.043399
10,0.2,0.61784126984127,0.516408610589208,0.705186691296789
10,0.3,0.860044117647059,0.777233547213864,0.910819162390224
10,0.4,0.899289473684211,0.82578947368421,0.937761467322086
10,0.5,0.935780821917808,0.869419921604679,0.963636869718045
10,0.6,0.967853333333333,0.903373998493192,0.981293333333333
10,0.7,0.95964,0.89508,0.985413333333333
10,0.8,0.97690243902439,0.928353081837171,0.989170731707317
10,0.9,0.991623376623376,0.990792207792208,0.992402597402597
10,1,0.993,0.992236842105263,0.993697368421053
10,1.1,0.994678571428571,0.99397619047619,0.99522619047619
10,1.2,0.996215909090909,0.995659090909091,0.996636363636364
10,1.3,0.99656976744186,0.996151162790698,0.99696511627907
10,1.4,0.997135802469136,0.996728395061728,0.997493827160494
10,1.5,0.997470588235294,0.997094117647059,0.9978
10,1.6,0.997777777777778,0.997395061728395,0.998111111111111
10,1.7,0.998068181818182,0.99775,0.998352272727272
10,1.8,0.998444444444444,0.998148148148148,0.998679012345679
10,1.9,0.998613636363636,0.998329545454546,0.998852272727273
10,2,0.998705882352941,0.998435294117647,0.99895294117647
