beta_b,beta_w,botnet
0.01,0.01,0.6876105997131008
0.01,0.06020100502512563,0.68759562594662
0.01,0.11040201005025126,0.6875511819938791
0.01,0.1606030150753769,0.6875635500535645
0.01,0.21080402010050253,0.6875428714923878
0.01,0.2610050251256282,0.6875086065470962
0.01,0.31120603015075377,0.6874922264734625
0.01,0.3614070351758794,0.6874687638058621
0.01,0.41160804020100505,0.6874609628141877
0.01,0.4618090452261307,0.6874220402011404
0.01,0.5120100502512563,0.6874117423804343
0.01,0.5622110552763819,0.687361977880385
0.01,0.6124120603015075,0.6873611493953274
0.01,0.6626130653266332,0.6873053301434243
0.01,0.7128140703517588,0.6872916917146598
0.01,0.7630150753768845,0.6872358963947901
0.01,0.8132160804020101,0.6871910695151077
0.01,0.8634170854271357,0.6871468164931026
0.01,0.9136180904522614,0.6870796325332651
0.01,0.963819095477387,0.6870720202051228
0.01,1.0140201005025127,0.6870037685423814
0.01,1.0642211055276383,0.6869361964965778
0.01,1.1144221105527639,0.6868455289940041
0.01,1.1646231155778894,0.6867832902057791
0.01,1.214824120603015,0.6867148794512486
0.01,1.2650251256281408,0.686625903313961
0.01,1.3152261306532664,0.6864455052851284
0.01,1.365427135678392,0.6863730029101514
0.01,1.4156281407035176,0.6862168002220043
0.01,1.4658291457286432,0.6859883116631322
0.01,1.516030150753769,0.6857758381850888
0.01,1.5662311557788946,0.685496000609464
0.01,1.6164321608040202,0.6851472049189706
0.01,1.6666331658291458,0.684721889501244
0.01,1.7168341708542714,0.684106476543452
0.01,1.7670351758793972,0.6832714078038984
0.01,1.8172361809045228,0.6819903979196706
0.01,1.8674371859296484,0.6798064185019193
0.01,1.917638190954774,0.6752900177030784
0.01,1.9678391959798995,0.6620250182764152
0.01,2.018040201005025,0.6080391344405421
0.01,2.0682412060301507,0.5020139628574181
0.01,2.1184422110552763,0.39096255977182864
0.01,2.168643216080402,0.2939069757071073
0.01,2.2188442211055275,0.2159888950273422
0.01,2.269045226130653,0.15674100813862565
0.01,2.3192462311557787,0.11323482008846511
0.01,2.3694472361809042,0.08191572648915409
0.01,2.41964824120603,0.05958166048655378
0.01,2.469849246231156,0.043690885635799086
0.01,2.5200502512562815,0.032343888200241165
0.01,2.570251256281407,0.02419947166718237
0.01,2.6204522613065326,0.01829984884415104
0.01,2.6706532663316582,0.01399444924883886
0.01,2.720854271356784,0.010813033783928318
0.01,2.7710552763819094,0.008441548724876395
0.01,2.821256281407035,0.00665619371955196
0.01,2.8714572864321606,0.005298079098132704
0.01,2.921658291457286,0.004254272664819361
0.01,2.971859296482412,0.003447897888167857
0.01,3.022060301507538,0.0028168373245931674
0.01,3.0722613065326634,0.002317976321157487
0.01,3.122462311557789,0.0019226081825029502
0.01,3.1726633165829146,0.0016059809986031352
0.01,3.22286432160804,0.0013501945603729417
0.01,3.2730653266331657,0.0011419542397925434
0.01,3.3232663316582913,0.0009721602586714442
0.01,3.373467336683417,0.000831758648692645
0.01,3.4236683417085425,0.0007158525205338245
0.01,3.473869346733668,0.0006194031840422939
0.01,3.524070351758794,0.0005381593380778157
