beta,epsilon,gamma,protected,self,forced
2.0,1.7225859653987865,1.0,0.3883449792284015,0.14260155020332432,0.24574342902507654
2.0,1.762914118095948,1.0,0.3994798428839807,0.1445502197366185,0.25492962314736145
2.0,1.8041864093920728,1.0,0.41029045658707874,0.1462778848129448,0.2640125717741343
2.0,1.8464249428955435,1.0,0.42078517377817454,0.14779422686980442,0.2729909469083695
2.0,1.8896523396912097,1.0,0.430974466233784,0.1491094483289406,0.28186501790484203
2.0,1.933891750455231,1.0,0.44086767884362354,0.1502331088988662,0.2906345699447575
2.0,1.9791668678535574,1.0,0.45047368227226525,0.15117437265162395,0.29929930962064066
2.0,2.0255019392306677,1.0,0.45980143188947115,0.1519422036815358,0.3078592282079338
2.0,2.072921779595371,1.0,0.46885929011009836,0.15254514228859287,0.3163141478215065
2.0,2.12145178491063,1.0,0.47765544406836374,0.15299145300814043,0.32466399106020105
2.0,2.1711179456945042,1.0,0.4861984141610665,0.15328928869059627,0.3329091254704725
2.0,2.2219468609395236,1.0,0.494495930492731,0.1534463328636505,0.3410495976290821
2.0,2.273965752357929,1.0,0.5025550301547653,0.15346984915553788,0.3490851809992254
2.0,2.3272024789604084,1.0,0.5103832866176949,0.1533670673319341,0.35701621928576166
2.0,2.381685551976158,1.0,0.5179876792430905,0.15314483599471648,0.3648428432483727
2.0,2.4374441501222206,1.0,0.5253752422038737,0.15280982592404338,0.3725654162798341
2.0,2.4945081352303164,1.0,0.5325524985924383,0.15236836716001767,0.38018413143241914
2.0,2.552908068239518,1.0,0.5395257647379215,0.15182654726069156,0.38769921747724234
2.0,2.612675225563328,1.0,0.5463013969544502,0.15119028499697454,0.39511111195747384
2.0,2.6738416158399465,1.0,0.5528853538914043,0.15046521099584717,0.4024201428955598
2.0,2.7364399970746707,1.0,0.5592834631739422,0.14965674910121238,0.40962671407272705
2.0,2.800503894183631,1.0,0.5655013558928276,0.14877010302717822,0.416731252865648
2.0,2.8660676169482517,1.0,0.5715445131263514,0.1478102738351542,0.42373423929120346
2.0,2.933166278390044,1.0,0.5774182140524758,0.14678205119989685,0.4306361628525826
2.0,3.001835813575589,1.0,0.5831275770305009,0.14569002932420316,0.43743754770630267
2.0,3.0721129988617575,1.0,0.5886775421335344,0.14453860742519944,0.444138934708331
2.0,3.1440354715915,1.0,0.5940729383825515,0.1433320111409275,0.4507409272416286
2.0,3.217641750250737,1.0,0.5993183959420596,0.14207427548971657,0.45724412045233426
2.0,3.2929712550971515,1.0,0.6044184107417192,0.1407692655813161,0.4636491451604091
2.0,3.370064329271928,1.0,0.6093773403390932,0.13942067997900975,0.4699566603600914
2.0,3.448962260405758,1.0,0.6141993878232934,0.1380320514940198,0.47616733632927033
2.0,3.52970730273065,1.0,0.6188886506799839,0.13660676271667418,0.48228188796330534
2.0,3.612342699709432,1.0,0.6234490594461488,0.1351480364816395,0.4883010229645114
2.0,3.6969127071950285,1.0,0.6278844323818786,0.1336589524902403,0.49422547989163496
2.0,3.7834626171319288,1.0,0.6321985410651072,0.1321424649167709,0.5000560761483355
2.0,3.872038781812555,1.0,0.6363949286941479,0.1306013677972216,0.5057935608969473
2.0,3.9626886387014784,1.0,0.6404770654128472,0.1290383322497555,0.5114387331630917
2.0,4.05546073584083,1.0,0.6444483274369687,0.12745590582193028,0.5169924216150584
2.0,4.150404757850477,1.0,0.6483119607078369,0.12585650860147685,0.5224554521063213
2.0,4.247571552536899,1.0,0.6520711239525464,0.12424244575328475,0.5278286781992579
2.0,4.347013158125024,1.0,0.6557290002545245,0.12261593171100905,0.5331130685435155
2.0,4.448782831127585,1.0,0.659288255296984,0.12097899213952917,0.5383092631574554
2.0,4.55293507486695,1.0,0.6627519378798958,0.11933363688675433,0.5434183009931397
2.0,4.659525668664682,1.0,0.6661228258302133,0.11768173957012122,0.5484410862600916
2.0,4.768611697714469,1.0,0.6694036247505312,0.11602507844577388,0.5533785463047575
2.0,4.880251583654431,1.0,0.6725968083691629,0.1143653122323075,0.5582314961368534
2.0,4.99450511585514,1.0,0.6757050774470785,0.11270406220192114,0.5630010152451572
2.0,5.111433483440168,1.0,0.6787307780914384,0.11104281506626712,0.5676879630251697
2.0,5.2310993080562636,1.0,0.6816763948671786,0.10938300950940699,0.5722933853577716
2.0,5.353566677410725,1.0,0.6845438945667494,0.10772593242787504,0.5768179621388837
2.0,5.478901179593942,1.0,0.6873358829853684,0.1060729071080373,0.5812629758773349
2.0,5.607169938205458,1.0,0.6900544325298723,0.1044251077212746,0.5856293248085972
2.0,5.738441648302396,1.0,0.6927014243237656,0.10278361978518556,0.5899178045385857
2.0,5.872786613189483,1.0,0.6952791547442868,0.10114953276887383,0.594129621975413
2.0,6.010276782070382,1.0,0.6977894053248804,0.09952380298439915,0.5982656023404814
2.0,6.150985788580501,1.0,0.7002340539569857,0.09790734797362331,0.6023267059833635
2.0,6.294988990221888,1.0,0.7026151014545235,0.09630105026836423,0.6063140511861581
2.0,6.442363508721374,1.0,0.7049342436197088,0.0947056997140418,0.6102285439056666
2.0,6.593188271333548,1.0,0.7071931919456893,0.09312204131894997,0.6140711506267384
2.0,6.747544053110693,1.0,0.7093936358084275,0.09155077156658964,0.6178428642418361
2.0,6.9055135201623274,1.0,0.7115372472018896,0.08999254069801162,0.6215447065038774
2.0,7.067181273927491,1.0,0.7136256256506808,0.0884479474828138,0.6251776781678644
2.0,7.232633896483537,1.0,0.7156602276817927,0.086917532915855,0.6287426947659375
2.0,7.401959996915645,1.0,0.7176425102701479,0.08540180036254856,0.6322407099076042
2.0,7.575250258771913,1.0,0.7195741107819804,0.08390123775641477,0.6356728730255662
2.0,7.75259748862946,1.0,0.721456159921499,0.0824162382491154,0.6390399216723817
2.0,7.934096665797492,1.0,0.7232901933308136,0.08094720936916844,0.642342983961637
2.0,8.119844993184014,1.0,0.7250775257691432,0.07949450087265468,0.6455830248964891
2.0,8.309941949353396,1.0,0.726819270413356,0.07805841049995252,0.6487608599134045
2.0,8.504489341802678,1.0,0.7285168932807427,0.07663924563280003,0.6518776476479436
2.0,8.703591361485161,1.0,0.7301713495284973,0.07523723148794657,0.6549341180405502
2.0,8.907354638610439,1.0,0.731783956689865,0.07385260580441748,0.6579313508854376
2.0,9.115888299750823,1.0,0.733355891012838,0.07248556619895623,0.6608703248138788
2.0,9.329304026284687,1.0,0.7348883157714564,0.07113628506835139,0.6637520307031061
2.0,9.547716114208061,1.0,0.7363820268763774,0.06980487708467864,0.6665771497916985
2.0,9.771241535346496,1.0,0.7378382421755053,0.06849147702746827,0.66934676514803
2.0,10.0,1.0,0.7392578496268982,0.06719616814803717,0.6720616814788644
5.0,0.1,1.0,0.0010157294313532313,0.0008324813012301837,0.00018324813012300987
5.0,0.10234114021054533,1.0,0.0010321967323485698,0.0008456517663582224,0.00018654496599017502
5.0,0.10473708979594494,1.0,0.0010495973663150453,0.0008595686476775353,0.00019002871863762994
5.0,0.10718913192051278,1.0,0.001068007886429398,0.0008742931614126485,0.00019371472501644984
5.0,0.10969857978923835,1.0,0.0010875134161112796,0.0008898933765401222,0.00019762003957114185
5.0,0.11226677735108136,1.0,0.0011082088837208919,0.0009064452020420009,0.0002017636816785959
5.0,0.11489510001873092,1.0,0.0011302004673563876,0.0009240335412177549,0.00020616692613882693
5.0,0.11758495540521567,1.0,0.001153607320780283,0.000942753672268189,0.00021085364851172717
5.0,0.12033778407775896,1.0,0.001178563622069877,0.0009627128865938852,0.00021585073547584832
5.0,0.12315506032928256,1.0,0.0012052210002176972,0.0009840324272696013,0.00022118857294759696
5.0,0.12603829296797275,1.0,0.0012337514821747525,0.001006849846274869,0.0002269016358996937
5.0,0.12898902612533086,1.0,0.001264351031911972,0.00103132183304574,0.00023302919886639996
5.0,0.1320088400831418,1.0,0.001297243862074006,0.0010576276612698134,0.00023961620080435877
5.0,0.13509935211980267,1.0,0.001332687696411153,0.0010859733944073725,0.0002467143020038132
5.0,0.13826221737646557,1.0,0.0013709802862585305,0.001116597095867768,0.00025438319039083836
5.0,0.1414991297434576,1.0,0.0014124676391336272,0.0011497754180759805,0.0002626922210581465
5.0,0.14481182276745339,1.0,0.0014575537191147342,0.0011858313236428482,0.0002717223954716665
5.0,0.14820207057988583,1.0,0.0015067136668751732,0.0012251446874369837,0.00028156897943800227
5.0,0.15167168884709228,1.0,0.0015605098383192927,0.0012681650964098386,0.00029234474190943687
5.0,0.15522253574270473,1.0,0.0016196129186524092,0.0013154287348423968,0.0003041841838109726
5.0,0.15885651294280528,1.0,0.0016848290602014837,0.0013675800606025928,0.0003172489995987819
5.0,0.16257556664437942,1.0,0.0017571361054090086,0.0014254007678761308,0.0003317353375327548
5.0,0.1663816886076129,1.0,0.001837731375537178,0.0014898479567079783,0.0003478834188183413
5.0,0.17027691722259,1.0,0.001928097229686008,0.0015621065431452314,0.00036599068654018366
5.0,0.174263338600965,1.0,0.0020300905987104705,0.0016436607831167055,0.00038642981559366816
5.0,0.17834308769319093,1.0,0.002146069484786886,0.0017363953707436282,0.00040967411404688127
5.0,0.18251834943190434,1.0,0.002279070965614056,0.0018427375496220763,0.00043633341599205445
5.0,0.1867913599020783,1.0,0.0024330789224827473,0.0019658711727345104,0.0004672077497476807
5.0,0.19116440753857022,1.0,0.0026134155634062687,0.0021100492488725932,0.0005033663145338428
5.0,0.19563983435170637,1.0,0.002827354263624938,0.002281083471181026,0.0005462707924440451
5.0,0.20022003718155845,1.0,0.003085097579134076,0.002487125265917097,0.0005979723132169439
5.0,0.2049074689815847,1.0,0.0034013975121152916,0.002739959372069978,0.0006614381400453749
5.0,0.2097046401323233,1.0,0.0037983751325824525,0.003057254647110752,0.0007411204854720399
5.0,0.2146141197858404,1.0,0.004310685395634712,0.0034666856963441526,0.0008439996992921224
5.0,0.21963853724165458,1.0,0.004995640720315185,0.00401400953721708,0.0009816311830979645
5.0,0.22478058335487253,1.0,0.0059545769587529005,0.004780102507240282,0.0011744744515139159
5.0,0.2300430119772918,1.0,0.007382438464794201,0.005920474646051171,0.001461963818742957
5.0,0.2354286414322418,1.0,0.009695466241706944,0.00776691257345396,0.0019285536682526732
5.0,0.2409403560239525,1.0,0.013888208861910556,0.011111097177494991,0.002777111684415508
5.0,0.24658110758226032,1.0,0.022419987526919347,0.017904962142993346,0.004515025383926878
5.0,0.2523539170434766,1.0,0.03934871805077302,0.0313399571339034,0.008008760916865284
5.0,0.2582618760682676,1.0,0.06490243086003677,0.05150154518981307,0.013400885670222391
5.0,0.26430814869741054,1.0,0.09458944270548653,0.07473608613838133,0.019853356567103804
5.0,0.2704959730463135,1.0,0.12536016886426338,0.09859155126347709,0.026768617600786696
5.0,0.2768286630392066,1.0,0.15600278117194533,0.12210156749759794,0.03390121367434854
5.0,0.2833096101839324,1.0,0.18604783524871382,0.14489709558068903,0.041150739668022955
5.0,0.28994228538828765,1.0,0.21530217896642967,0.16683085855012197,0.048471320416309846
5.0,0.29673024081888694,1.0,0.2436846177773999,0.18784525116308054,0.05583936661432102
5.0,0.30367711180354584,1.0,0.2711649495596091,0.20792337849746012,0.0632415710621493
5.0,0.3107866187782013,1.0,0.2977386352826512,0.22706871662747916,0.07066991865516506
5.0,0.3180625692794119,1.0,0.32341317351774607,0.24529425313931386,0.07811892037843043
5.0,0.3255088599835058,1.0,0.34820548981955535,0.26262026632094876,0.08558522349860985
5.0,0.3331294787934673,1.0,0.37213550323488975,0.27906929458248736,0.09306620865240205
5.0,0.3409285069746812,1.0,0.39522519437321046,0.2946653697926848,0.10055982458052594
5.0,0.3489101213406773,1.0,0.41749803541687824,0.30943354106402254,0.10806449435286418
5.0,0.35707859649004636,1.0,0.4389765136306813,0.32339800713523004,0.11557850649545111
5.0,0.3654383070957256,1.0,0.4596868801311287,0.3365856060557898,0.12310127407533143
5.0,0.3739937302478798,1.0,0.4796516004521684,0.34902022468889904,0.1306313757632712
5.0,0.38274944785163123,1.0,0.49889590564721564,0.3607276115150065,0.1381682941322099
5.0,0.39171014908092594,1.0,0.5174422376943928,0.37173131060087283,0.1457109270935206
5.0,0.40088063288984654,1.0,0.5353134001422546,0.382054964268179,0.15325843587407298
5.0,0.41026581058271927,1.0,0.5525325277450308,0.39172227221247574,0.16081025553255485
5.0,0.419870708444391,1.0,0.5691204732993579,0.4007551320801426,0.16836534121921498
5.0,0.42970047043208404,1.0,0.5850992114301441,0.4091760641612307,0.17592314726891714
5.0,0.439760360930272,1.0,0.6004890300612585,0.4170062229476362,0.18348280711362186
5.0,0.4500557675700499,1.0,0.6153102942708247,0.4242666441041587,0.1910436501666661
5.0,0.4605922041145106,1.0,0.6295825328601873,0.43097760695074777,0.19860492590944026
5.0,0.4713753134116724,1.0,0.6433246147899963,0.4371587649507002,0.2061658498392955
5.0,0.482410870416537,1.0,0.6565550239402436,0.4428293376962275,0.21372568624401567
5.0,0.49370478528390027,1.0,0.6692916830528891,0.448007993042413,0.2212836900104758
5.0,0.5052631065335681,1.0,0.6815517327946397,0.4527127050658523,0.22883902772878761
5.0,0.5170920242896758,1.0,0.693351932924666,0.45696102927523863,0.23639090364942686
5.0,0.5291978735958442,1.0,0.704708667593665,0.46077010683830294,0.24393856075536396
5.0,0.5415871378079472,1.0,0.715637625359443,0.4641564578547893,0.25148116750465477
5.0,0.5542664520663105,1.0,0.7261539125468662,0.4671360638207285,0.2590178487261358
5.0,0.5672426068491979,1.0,0.7362726749059734,0.46972477119288125,0.26654790371309284
5.0,0.5805225516094898,1.0,0.7460076673352802,0.47193737702495187,0.27407029031032865
5.0,0.5941133984965034,1.0,0.7553732061250719,0.473788882796801,0.2815843233282704
5.0,0.6080224261649424,1.0,0.764382418784357,0.47529338294561874,0.2890890358387378
5.0,0.622257083673023,1.0,0.7730481835913907,0.4764646684983644,0.296583515093026
5.0,0.6368249944718588,1.0,0.7813830627289746,0.47731618552236543,0.30406687720660874
5.0,0.6517339604882424,1.0,0.7893992651968469,0.47786101398770925,0.31153825120913725
5.0,0.6669919663030122,1.0,0.7971083549939454,0.47811169526000735,0.3189966597339389
5.0,0.6826071834272389,1.0,0.8045216736235185,0.47808049409668124,0.32644117952683904
5.0,0.6985879746785247,1.0,0.8116501864364856,0.4777793075981712,0.33387087883831446
5.0,0.7149428986597579,1.0,0.8185044589539446,0.4772196552978732,0.3412848036560717
5.0,0.7316807143427196,1.0,0.8250945081360465,0.47641259806325414,0.3486819100727938
5.0,0.7488103857590023,1.0,0.8314304131732997,0.47536909658304294,0.35606131659025664
5.0,0.7663410868007459,1.0,0.8375215370238666,0.474099562809035,0.36342197421483474
5.0,0.784282206133768,1.0,0.8433771160038005,0.4726142048073418,0.3707629111964592
5.0,0.8026433522257176,1.0,0.8490060446096729,0.47092290527770303,0.37808313933196946
5.0,0.8214343584919426,1.0,0.8544169207536384,0.46903525058183854,0.38538167017180036
5.0,0.8406652885618325,1.0,0.8596178810089261,0.4669604443296117,0.39265743667931474
5.0,0.8603464416684504,1.0,0.8646169278210207,0.4647074912808604,0.39990943654016015
5.0,0.8804883581643462,1.0,0.869421868995975,0.462285163969092,0.4071367050268817
5.0,0.9011018251665021,1.0,0.8740399518950226,0.4597018109845226,0.4143381409104997
5.0,0.9221978823334327,1.0,0.8784784742835093,0.45696568618482186,0.421512788098687
5.0,0.9437878277775381,1.0,0.8827441949792486,0.45408463946830846,0.42865955551094187
5.0,0.9658832241158704,1.0,0.8868439376343424,0.4510664350539656,0.4357775025803763
5.0,0.9884959046625583,1.0,0.8907839893279581,0.4479184428992348,0.4428655464287241
5.0,1.011637979766207,1.0,0.8945705045825043,0.44464785094505943,0.4499226536374452
5.0,1.0353218432956621,1.0,0.8982095571033363,0.44126169041112817,0.45694786669220927
5.0,1.059560179277616,1.0,0.9017068238501526,0.4377666809262099,0.4639401429239414
5.0,1.0843659686896103,1.0,0.905067789488208,0.4341693364227865,0.4708984530654203
5.0,1.1097524964120722,1.0,0.908297816049399,0.4304760001914516,0.47782181585794736
5.0,1.135733358343105,1.0,0.9114019618048662,0.42669276023850167,0.4847092015663633
5.0,1.1623224686798523,1.0,0.9143853154452187,0.4228256093566894,0.4915597060885305
5.0,1.1895340673703196,1.0,0.917252470865754,0.418880201287425,0.4983722695783291
5.0,1.2173827277396614,1.0,0.9200080899721607,0.4148621158016723,0.5051459741704876
5.0,1.2458833642950082,1.0,0.9226565296575825,0.41077668783889765,0.5118798418186857
